V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,binaryClass
328.0,1980.0,42.0,?,7,15,1.7602e+17,1.95989e+17,2.03e+17,2.26e+17,2.37e+17,2.6497e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33313e+17,3.58119e+17,3.76133e+17,3.84428e+17,229.0,34.0,?,1
128.0,?,51.0,4.0,17,19,1.64365e+17,1.95989e+17,2.09e+17,2.24e+17,2.43e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.42265e+17,3.48399e+17,3.76133e+17,3.84428e+17,365.0,517.0,?,1
100.0,1986.0,?,?,24,40,1.69296e+17,1.95989e+17,?,?,?,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,310.0,212.0,?,1
303.0,1980.0,?,?,2,11,1.6872e+17,1.95989e+17,2.07e+17,?,2.46e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.28395e+17,3.44177e+17,3.76133e+17,3.94148e+17,5.0,5.0,?,1
116.0,1980.0,41.0,?,6,17,1.66121e+17,1.95989e+17,2.16e+17,2.3e+17,2.46e+17,2.69115e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3506e+17,3.58119e+17,3.76133e+17,3.84428e+17,346.0,47.0,?,1
342.0,1986.0,384.0,50.0,0,4,1.69118e+17,1.95989e+17,2e+17,2.3e+17,2.37e+17,2.57118e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.2563e+17,3.58119e+17,3.76133e+17,3.94148e+17,73.0,366.0,?,1
261.0,1980.0,255.0,38.0,5,8,1.6394e+17,1.95989e+17,2.13e+17,2.3e+17,2.45e+17,2.69938e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.26258e+17,3.58119e+17,3.76133e+17,3.84428e+17,77.0,28.0,?,1
257.0,1970.0,967.0,213.0,2,32,1.64331e+17,1.95989e+17,2.16e+17,2.33e+17,2.46e+17,2.5743e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31858e+17,3.58119e+17,3.66413e+17,3.84428e+17,65.0,40.0,?,1
90.0,1986.0,109.0,3.0,2,24,1.656e+17,1.95989e+17,2.05e+17,2.22e+17,2.43e+17,2.70038e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.35927e+17,3.48399e+17,3.66413e+17,3.84428e+17,190.0,5.0,?,1
91.0,1986.0,32.0,?,6,8,1.63069e+17,1.95989e+17,2.12e+17,2.18e+17,2.45e+17,2.54827e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.66413e+17,3.84428e+17,370.0,31.0,?,1
103.0,1970.0,19.0,2.0,5,14,1.74877e+17,1.95989e+17,2.08e+17,2.25e+17,2.4e+17,2.53317e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41509e+17,3.58119e+17,3.66413e+17,3.84428e+17,327.0,15.0,?,1
251.0,1970.0,?,?,9,17,1.63447e+17,1.95989e+17,2.14e+17,?,2.51e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.24956e+17,3.58119e+17,3.66413e+17,3.84428e+17,28.0,379.0,?,1
86.0,1980.0,58.0,2.0,11,14,1.64513e+17,1.95989e+17,2.14e+17,2.2e+17,2.5e+17,2.63393e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.3017e+17,3.58119e+17,3.66413e+17,3.84428e+17,367.0,20.0,?,1
228.0,1983.0,?,?,4,11,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.36691e+17,3.58119e+17,3.76133e+17,3.94148e+17,18.0,16.0,?,1
295.0,1980.0,198.0,1.0,3,12,1.68366e+17,1.95989e+17,2.08e+17,2.31e+17,2.37e+17,2.54849e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.30874e+17,3.44177e+17,3.76133e+17,3.94148e+17,227.0,27.0,?,1
228.0,1983.0,?,?,9,10,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.25306e+17,3.48399e+17,3.66413e+17,3.84428e+17,18.0,42.0,?,1
398.0,1980.0,101.0,7.0,7,12,1.65255e+17,1.95989e+17,2.11e+17,2.17e+17,2.4e+17,2.64229e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34675e+17,3.48399e+17,3.76133e+17,3.84428e+17,195.0,169.0,?,1
329.0,1970.0,16.0,1.0,2,44,1.6439e+17,1.95989e+17,2.02e+17,2.18e+17,2.38e+17,2.52389e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,255.0,283.0,?,1
98.0,1986.0,114.0,1.0,5,13,1.67626e+17,1.95989e+17,2.05e+17,2.29e+17,2.45e+17,2.57458e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28579e+17,3.44177e+17,3.76133e+17,3.84428e+17,400.0,40.0,?,1
76.0,?,46.0,?,2,25,1.67681e+17,1.95989e+17,1.98e+17,2.26e+17,2.37e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.30771e+17,3.58119e+17,3.76133e+17,3.94148e+17,338.0,66.0,?,1
240.0,1980.0,?,?,3,16,1.64543e+17,1.95989e+17,1.99e+17,?,2.44e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.29647e+17,3.48399e+17,3.66413e+17,3.84428e+17,25.0,11.0,?,1
129.0,1986.0,52.0,1.0,10,24,1.71142e+17,1.95989e+17,1.98e+17,2.34e+17,2.5e+17,2.56792e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.3787e+17,3.58119e+17,3.76133e+17,3.94148e+17,324.0,35.0,?,0
114.0,1970.0,4.0,?,9,39,1.6476e+17,1.95989e+17,2.02e+17,2.18e+17,2.37e+17,2.52476e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,393.0,284.0,?,1
83.0,1986.0,121.0,?,3,22,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31799e+17,3.58119e+17,3.66413e+17,3.84428e+17,382.0,11.0,?,0
295.0,1986.0,?,?,14,25,1.74743e+17,1.95989e+17,2.05e+17,?,2.4e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36533e+17,3.58119e+17,3.76133e+17,3.94148e+17,11.0,121.0,4.02e+17,1
82.0,1980.0,25.0,?,3,10,1.63832e+17,1.95989e+17,2.08e+17,2.21e+17,2.4e+17,2.55914e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.37394e+17,3.58119e+17,3.76133e+17,3.94148e+17,361.0,24.0,?,1
101.0,1980.0,14.0,2.0,0,8,1.66611e+17,1.95989e+17,2.14e+17,2.31e+17,2.45e+17,2.55914e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.36153e+17,3.44177e+17,3.76133e+17,3.94148e+17,352.0,112.0,?,1
259.0,1970.0,585.0,100.0,1,8,1.76829e+17,1.95989e+17,2.15e+17,2.18e+17,2.45e+17,2.66472e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41334e+17,3.58119e+17,3.66413e+17,3.84428e+17,59.0,3.0,?,1
148.0,1980.0,11.0,?,10,45,1.73151e+17,1.95989e+17,2e+17,2.17e+17,2.37e+17,2.57527e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.26905e+17,3.44177e+17,3.76133e+17,3.94148e+17,309.0,21.0,?,1
168.0,1980.0,31.0,3.0,3,12,1.72314e+17,1.95989e+17,2.02e+17,2.23e+17,2.37e+17,2.56389e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3987e+17,3.58119e+17,3.66413e+17,3.84428e+17,402.0,0.0,?,1
293.0,1980.0,64.0,6.0,4,14,1.72633e+17,1.95989e+17,2.07e+17,2.19e+17,2.45e+17,2.52357e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33874e+17,3.48399e+17,3.76133e+17,3.94148e+17,171.0,292.0,?,1
63.0,1980.0,18.0,?,2,13,1.65052e+17,1.95989e+17,2.04e+17,2.26e+17,2.41e+17,2.53693e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.41316e+17,3.44177e+17,3.66413e+17,3.84428e+17,393.0,2.0,?,1
241.0,1970.0,?,?,3,9,1.72913e+17,1.95989e+17,2e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.37974e+17,3.58119e+17,3.76133e+17,3.84428e+17,39.0,27.0,?,1
586.0,?,?,?,0,22,1.65884e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.38629e+17,3.48399e+17,3.76133e+17,3.94148e+17,22.0,65.0,?,0
220.0,1980.0,1082.0,45.0,4,19,1.7848e+17,1.95989e+17,2.16e+17,2.34e+17,2.43e+17,2.65926e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.36212e+17,3.44177e+17,3.66413e+17,3.84428e+17,79.0,10.0,?,1
276.0,1983.0,?,?,3,19,1.67618e+17,1.95989e+17,2.15e+17,?,2.41e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.30482e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,521.0,?,1
197.0,1986.0,?,?,7,22,1.67027e+17,1.95989e+17,2.06e+17,?,2.44e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.2508e+17,3.58119e+17,3.66413e+17,3.84428e+17,128.0,4.0,?,1
228.0,1983.0,?,?,0,44,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.3808e+17,3.48399e+17,3.76133e+17,3.94148e+17,9.0,298.0,?,1
244.0,1986.0,?,?,3,9,1.79638e+17,1.95989e+17,2.06e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34397e+17,3.58119e+17,3.66413e+17,3.84428e+17,9.0,25.0,?,1
398.0,1980.0,101.0,7.0,9,11,1.65255e+17,1.95989e+17,2.11e+17,2.17e+17,2.4e+17,2.64229e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40119e+17,3.48399e+17,3.76133e+17,3.94148e+17,195.0,193.0,?,1
223.0,1986.0,26.0,2.0,1,9,1.62168e+17,1.95989e+17,2.16e+17,2.29e+17,2.45e+17,2.54331e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.42157e+17,3.48399e+17,3.76133e+17,3.84428e+17,139.0,181.0,?,1
259.0,1970.0,585.0,100.0,0,17,1.76829e+17,1.95989e+17,2.15e+17,2.18e+17,2.45e+17,2.66472e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.36778e+17,3.58119e+17,3.76133e+17,3.94148e+17,57.0,33.0,?,1
176.0,1986.0,?,?,0,5,1.78982e+17,1.95989e+17,2.14e+17,?,2.37e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.41936e+17,3.58119e+17,3.76133e+17,3.94148e+17,38.0,2.0,?,1
261.0,1983.0,?,?,3,4,1.75081e+17,1.95989e+17,2.12e+17,?,2.51e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.3212e+17,3.58846e+17,3.76861e+17,3.94875e+17,9.0,?,?,1
384.0,?,?,?,0,8,1.69745e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.38552e+17,3.48399e+17,3.76133e+17,3.94148e+17,3.0,323.0,?,1
256.0,1983.0,?,?,1,6,1.72607e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.31327e+17,3.44177e+17,3.66413e+17,3.84428e+17,4.0,1.0,4.08e+17,1
240.0,1970.0,?,?,23,32,1.79583e+17,1.95989e+17,2.08e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,17.0,4.0,?,1
83.0,1986.0,121.0,?,5,12,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34675e+17,3.48399e+17,3.76133e+17,3.84428e+17,382.0,171.0,?,1
263.0,1986.0,38.0,?,18,41,1.73135e+17,1.95989e+17,2e+17,2.32e+17,2.37e+17,2.5473e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40899e+17,3.48399e+17,3.66413e+17,3.84428e+17,218.0,19.0,?,1
77.0,1980.0,16.0,1.0,10,11,1.78024e+17,1.95989e+17,2.16e+17,2.33e+17,2.46e+17,2.65256e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27616e+17,3.58119e+17,3.76133e+17,3.94148e+17,346.0,27.0,?,1
83.0,1986.0,79.0,?,6,11,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.29172e+17,3.44177e+17,3.66413e+17,3.84428e+17,380.0,1.0,4.12e+17,1
177.0,1970.0,?,?,0,4,1.63694e+17,1.95989e+17,2.01e+17,?,2.45e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40565e+17,3.58846e+17,3.76861e+17,3.94875e+17,25.0,?,?,1
246.0,1970.0,?,?,1,11,1.70273e+17,1.95989e+17,2.07e+17,?,2.41e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.38272e+17,3.44177e+17,3.66413e+17,3.84428e+17,8.0,1.0,?,1
82.0,1980.0,32.0,?,6,12,1.63832e+17,1.95989e+17,2.08e+17,2.21e+17,2.4e+17,2.55914e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.39654e+17,3.58119e+17,3.76133e+17,3.84428e+17,363.0,13.0,?,1
192.0,1986.0,67.0,1.0,20,24,1.7761e+17,1.95989e+17,2.07e+17,2.16e+17,2.37e+17,2.65494e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.29513e+17,3.48399e+17,3.66413e+17,3.84428e+17,219.0,46.0,?,1
243.0,1970.0,?,?,0,12,1.71653e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3265e+17,3.44177e+17,3.76133e+17,3.94148e+17,10.0,16.0,?,1
46.0,1986.0,24.0,?,12,13,1.75932e+17,1.95989e+17,2.02e+17,2.31e+17,2.45e+17,2.66855e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.41386e+17,3.44177e+17,3.76133e+17,3.94148e+17,375.0,20.0,?,1
82.0,1980.0,47.0,2.0,5,11,1.63832e+17,1.95989e+17,2.08e+17,2.21e+17,2.4e+17,2.55914e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.26711e+17,3.58119e+17,3.66413e+17,3.84428e+17,365.0,4.0,?,1
257.0,1970.0,?,?,1,6,1.70376e+17,1.95989e+17,1.99e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.42105e+17,3.58119e+17,3.76133e+17,3.94148e+17,2.0,72.0,?,1
247.0,1970.0,1376.0,143.0,3,15,1.78656e+17,1.95989e+17,2.13e+17,2.19e+17,2.46e+17,2.55791e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40295e+17,3.48399e+17,3.66413e+17,3.84428e+17,45.0,269.0,?,1
97.0,1986.0,40.0,1.0,15,34,1.72411e+17,1.95989e+17,2.1e+17,2.33e+17,2.39e+17,2.62356e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,286.0,211.0,?,1
256.0,1983.0,?,?,8,14,1.72607e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.282e+17,3.44177e+17,3.76133e+17,3.84428e+17,3.0,5.0,?,1
121.0,1986.0,32.0,1.0,5,12,1.6836e+17,1.95989e+17,2.16e+17,2.3e+17,2.38e+17,2.57907e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38369e+17,3.48399e+17,3.66413e+17,3.84428e+17,310.0,5.0,?,1
129.0,1986.0,45.0,1.0,5,7,1.71142e+17,1.95989e+17,1.98e+17,2.34e+17,2.5e+17,2.56792e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28097e+17,3.44177e+17,3.76133e+17,3.94148e+17,323.0,16.0,?,1
356.0,1980.0,41.0,4.0,2,18,1.72507e+17,1.95989e+17,2e+17,2.3e+17,2.38e+17,2.56759e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.38902e+17,3.58119e+17,3.66413e+17,3.84428e+17,129.0,28.0,?,1
225.0,1980.0,?,?,7,9,1.63176e+17,1.95989e+17,2.05e+17,?,2.46e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40699e+17,3.58119e+17,3.66413e+17,3.84428e+17,16.0,1.0,?,1
289.0,1970.0,77.0,5.0,1,8,1.76057e+17,1.95989e+17,2.13e+17,2.25e+17,2.46e+17,2.58019e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.28341e+17,3.58119e+17,3.66413e+17,3.84428e+17,151.0,51.0,?,1
234.0,1970.0,?,?,1,9,1.72401e+17,1.95989e+17,2.16e+17,?,2.5e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,34.0,6.0,4.04e+17,1
332.0,1983.0,744.0,95.0,3,16,1.71368e+17,1.95989e+17,2.01e+17,2.28e+17,2.37e+17,2.59488e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38713e+17,3.48399e+17,3.76133e+17,3.84428e+17,64.0,249.0,?,1
236.0,1983.0,?,?,0,11,1.70784e+17,1.95989e+17,2.04e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.33328e+17,3.48399e+17,3.76133e+17,3.94148e+17,1.0,554.0,?,1
241.0,1970.0,?,?,6,10,1.62944e+17,1.95989e+17,2.09e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.39674e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,246.0,?,1
84.0,1986.0,14.0,?,6,17,1.78235e+17,1.95989e+17,2.09e+17,2.19e+17,2.4e+17,2.57527e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.42265e+17,3.48399e+17,3.76133e+17,3.84428e+17,376.0,518.0,?,1
101.0,1980.0,20.0,?,7,11,1.65998e+17,1.95989e+17,2.12e+17,2.22e+17,2.45e+17,2.61992e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.30343e+17,3.58846e+17,3.76861e+17,3.94875e+17,382.0,?,?,0
191.0,1980.0,64.0,11.0,7,32,1.6709e+17,1.95989e+17,2.04e+17,2.3e+17,2.43e+17,2.63023e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,107.0,281.0,?,1
83.0,1986.0,79.0,?,11,13,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.24756e+17,3.58119e+17,3.76133e+17,3.84428e+17,380.0,361.0,?,1
133.0,1980.0,12.0,1.0,4,13,1.77279e+17,1.95989e+17,2.12e+17,2.3e+17,2.46e+17,2.65559e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.36667e+17,3.48399e+17,3.76133e+17,3.84428e+17,298.0,293.0,?,1
87.0,?,18.0,1.0,0,11,1.66012e+17,1.95989e+17,2.16e+17,2.23e+17,2.44e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.38369e+17,3.48399e+17,3.66413e+17,3.84428e+17,335.0,6.0,?,1
232.0,1970.0,2591.0,151.0,0,9,1.69174e+17,1.95989e+17,2.05e+17,2.23e+17,2.44e+17,2.57908e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35737e+17,3.58119e+17,3.76133e+17,3.84428e+17,49.0,6.0,?,1
343.0,1986.0,1669.0,152.0,13,31,1.72678e+17,1.95989e+17,2e+17,2.32e+17,2.46e+17,2.60807e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.37881e+17,3.58846e+17,3.76861e+17,3.94875e+17,60.0,?,?,0
239.0,?,?,?,1,11,1.72966e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.3769e+17,3.48399e+17,3.76133e+17,3.94148e+17,5.0,185.0,?,0
202.0,1980.0,20.0,1.0,0,11,1.76266e+17,1.95989e+17,2.01e+17,2.24e+17,2.43e+17,2.5625e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.26668e+17,3.58119e+17,3.76133e+17,3.84428e+17,273.0,10.0,?,1
251.0,1983.0,?,?,3,9,1.67123e+17,1.95989e+17,2.07e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.39238e+17,3.58119e+17,3.76133e+17,3.84428e+17,17.0,135.0,?,1
220.0,1980.0,1049.0,45.0,5,13,1.7848e+17,1.95989e+17,2.16e+17,2.34e+17,2.43e+17,2.65926e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27903e+17,3.48399e+17,3.66413e+17,3.84428e+17,78.0,220.0,?,1
180.0,1986.0,135.0,4.0,0,12,1.71801e+17,1.95989e+17,2.12e+17,2.27e+17,2.43e+17,2.67838e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,242.0,9.0,4.12e+17,1
90.0,1970.0,11.0,?,29,70,1.63021e+17,1.95989e+17,2.04e+17,2.17e+17,2.37e+17,2.55221e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35241e+17,3.48399e+17,3.76133e+17,3.84428e+17,383.0,176.0,?,1
148.0,1980.0,18.0,?,8,40,1.73151e+17,1.95989e+17,2e+17,2.17e+17,2.37e+17,2.57527e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.32173e+17,3.58846e+17,3.76861e+17,3.94875e+17,313.0,?,?,1
46.0,1986.0,15.0,?,35,41,1.75932e+17,1.95989e+17,2.02e+17,2.31e+17,2.45e+17,2.66855e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40899e+17,3.48399e+17,3.66413e+17,3.84428e+17,374.0,19.0,?,1
95.0,1980.0,39.0,?,3,11,1.7292e+17,1.95989e+17,2.07e+17,2.28e+17,2.38e+17,2.61771e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.35297e+17,3.58119e+17,3.66413e+17,3.84428e+17,402.0,20.0,?,0
280.0,1970.0,494.0,112.0,0,9,1.65504e+17,1.95989e+17,2.11e+17,2.25e+17,2.46e+17,2.65636e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.25306e+17,3.48399e+17,3.66413e+17,3.84428e+17,67.0,38.0,?,1
269.0,1983.0,673.0,118.0,0,4,1.76977e+17,1.95989e+17,2.12e+17,2.33e+17,2.4e+17,2.66494e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.33387e+17,3.58119e+17,3.76133e+17,3.84428e+17,54.0,80.0,?,1
95.0,1980.0,39.0,?,3,6,1.7292e+17,1.95989e+17,2.07e+17,2.28e+17,2.38e+17,2.61771e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.41662e+17,3.58846e+17,3.76861e+17,3.94875e+17,402.0,?,?,0
305.0,1986.0,104.0,10.0,6,8,1.79781e+17,1.95989e+17,1.99e+17,2.29e+17,2.5e+17,2.6853e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.24921e+17,3.58119e+17,3.76133e+17,3.84428e+17,117.0,33.0,?,1
239.0,?,?,?,5,11,1.72966e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.42157e+17,3.48399e+17,3.76133e+17,3.84428e+17,4.0,182.0,?,1
96.0,1980.0,10.0,?,2,6,1.67227e+17,1.95989e+17,2.02e+17,2.31e+17,2.37e+17,2.54683e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.28338e+17,3.58119e+17,3.76133e+17,3.84428e+17,394.0,56.0,?,1
271.0,1980.0,53.0,2.0,27,38,1.78358e+17,1.95989e+17,2.16e+17,2.21e+17,2.44e+17,2.69092e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,237.0,206.0,?,1
90.0,1986.0,109.0,3.0,7,11,1.656e+17,1.95989e+17,2.05e+17,2.22e+17,2.43e+17,2.70038e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.26093e+17,3.48399e+17,3.76133e+17,3.84428e+17,190.0,319.0,?,1
205.0,1970.0,?,?,2,17,1.71304e+17,1.95989e+17,2.09e+17,?,2.35e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.29866e+17,3.44177e+17,3.66413e+17,3.84428e+17,19.0,10.0,?,1
289.0,1980.0,20.0,2.0,0,4,1.6415e+17,1.95989e+17,2.13e+17,2.33e+17,2.46e+17,2.67224e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33313e+17,3.58119e+17,3.66413e+17,3.84428e+17,140.0,30.0,?,1
103.0,1986.0,6.0,?,19,39,1.72254e+17,1.95989e+17,2.03e+17,2.27e+17,2.45e+17,2.62515e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,391.0,208.0,?,1
262.0,1980.0,27.0,?,15,42,1.67278e+17,1.95989e+17,2.11e+17,2.23e+17,2.37e+17,2.67768e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,254.0,212.0,?,1
212.0,1986.0,?,?,6,8,1.6896e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.35165e+17,3.58119e+17,3.66413e+17,3.84428e+17,25.0,13.0,?,1
265.0,1986.0,34.0,5.0,1,6,1.69431e+17,1.95989e+17,2.04e+17,2.26e+17,2.45e+17,2.56353e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.41509e+17,3.58119e+17,3.66413e+17,3.84428e+17,212.0,22.0,?,1
89.0,1986.0,34.0,?,0,47,1.77746e+17,1.95989e+17,2.12e+17,2.19e+17,2.45e+17,2.63275e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,360.0,212.0,?,1
257.0,1970.0,?,?,1,6,1.70376e+17,1.95989e+17,1.99e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27919e+17,3.44177e+17,3.66413e+17,3.84428e+17,1.0,1.0,?,1
245.0,1970.0,?,?,0,8,1.76208e+17,1.95989e+17,2.16e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.28014e+17,3.44177e+17,3.76133e+17,3.84428e+17,55.0,2.0,?,0
130.0,1980.0,16.0,?,13,23,1.69235e+17,1.95989e+17,2.06e+17,2.22e+17,2.45e+17,2.68863e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,307.0,110.0,?,1
268.0,1986.0,?,?,5,7,1.78645e+17,1.95989e+17,2e+17,?,2.4e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40013e+17,3.48399e+17,3.76133e+17,3.94148e+17,36.0,285.0,?,1
